Study ID,PTSDpubs ID,"Author, Year",Outcome Assessment Type,PTSD Outcome Measure,PTSD Outcome Measure Detail,Analysis Type,Adjusted Variables in Statistical Analysis,Method for Handling Missing Data,Statistical Analysis,Arms Compared,Assessment Point,Effect Size 1 Detail,Effect Size 1 Type,Effect Size 1,Effect Size 1 Type of Variance Measure,Effect Size 1 Variance Value or Lower Bound,Effect Size 1 Variance Upper Bound,Effect Size 1 p value,Effect Size 2 Detail,Effect Size 2 Type,Effect Size 2,Effect Size 2 Type of Variance Measure,Effect Size 2 Variance Value or Lower Bound,Effect Size 2 Variance Upper Bound,Effect Size 2 p value,EPC Calculated: Comparison Standardized Effect Size,EPC Calculated: Comparison Standardized Effect Size Standard Error,EPC Calculated: Comparison Standardized Effect Size 95% CI Lower Bound,EPC Calculated: Comparison Standardized Effect Size 95% CI Upper Bound,EPC Calculated: Comparison  Standardized Effect Size Data Source,Score Difference 1 Detail,Comparison Score Difference 1 Adjusted Indicator,Score Difference 1,Comparison Score Difference 1 Calculated Indicator,Score Difference 1 Standard Deviation,Comparison Score Difference 1 SE Calculated Indicator,Score Difference 1 95% CI Lower Bound,Score Difference 1 95% CI Upper Bound,Comparison Score Difference 1 p value,Score Difference 2 Detail,Comparison Score Difference 2 Adjusted Indicator,Score Difference 2,Comparison Score Difference 2 Calculated Indicator,Score Difference 2 Standard Deviation,Comparison Score Difference 2 SE Calculated Indicator,Score Difference 2 95% CI Lower Bound,Score Difference 2 95% CI Upper Bound,Comparison Score Difference 2 p value,unique_row_identifier,Citation,Study Publication Year,Study Class,Overall ROB Assessment (Study Level),Military Status (Study Level),Race/Ethnicity Reported (Study Level),Trauma Type (Study Level),Trauma Detail (Study Level),Total N Randomized (Study Level),Treatment Focus (Study Level)
reger2016,45485,"Reger, 2016",Structured Clinical Interview,CAPS,CAPS past week,Completer,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs B,0,,beta,11.72,95% CI,0.4,23.03,p=0.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reger2016_Structured Clinical Interview_CAPS past week_Completer_A vs B_0,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Structured Clinical Interview,CAPS,CAPS past month,Completer,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs B,12,,beta,15.46,95% CI,4.18,26.74,"two-tailed p=""significant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reger2016_Structured Clinical Interview_CAPS past month_Completer_A vs B_12,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Structured Clinical Interview,CAPS,CAPS past week,Completer,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs B,12,,beta,16.5,95% CI,4.56,28.44,"two-tailed p=""significant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reger2016_Structured Clinical Interview_CAPS past week_Completer_A vs B_12,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Structured Clinical Interview,CAPS,CAPS past month,Completer,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs B,26,,beta,14.43,95% CI,2.2,26.65,"two-tailed p=""significant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reger2016_Structured Clinical Interview_CAPS past month_Completer_A vs B_26,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Structured Clinical Interview,CAPS,CAPS past week,Completer,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs B,26,,beta,15.66,95% CI,2.79,28.53,"two-tailed p=""significant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reger2016_Structured Clinical Interview_CAPS past week_Completer_A vs B_26,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Structured Clinical Interview,CAPS,CAPS past week,Completer,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs C,0,,beta,-12.5,95% CI,-23.06,-1.95,one-sided p=0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reger2016_Structured Clinical Interview_CAPS past week_Completer_A vs C_0,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Structured Clinical Interview,CAPS,CAPS past week,Completer,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,B vs C,0,,beta,-24.22,95% CI,-34.49,-13.93,one-sided p<0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reger2016_Structured Clinical Interview_CAPS past week_Completer_B vs C_0,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Structured Clinical Interview,CAPS,CAPS past week,ITT,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs B,0,,Standardized effect size,0.53,95% CI,-0.11,1.17,p=0.947,,,,,,,,0.382,0.257,-0.121,0.885,Follow-up,,,,,,,,,,,,,,,,,,,reger2016_Structured Clinical Interview_CAPS past week_ITT_A vs B_0,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Structured Clinical Interview,CAPS,CAPS past week,ITT,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs B,12,,Standardized effect size,0.88,95% CI,0.2,1.57,one-tailed p=0.994,,,,,,,,0.623,0.285,0.065,1.181,Follow-up,,,,,,,,,,,,,,,,,,,reger2016_Structured Clinical Interview_CAPS past week_ITT_A vs B_12,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Structured Clinical Interview,CAPS,CAPS past month,ITT,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs B,12,,Standardized effect size,1.14,95% CI,0.31,1.98,one-tailed p=0.996,,,,,,,,0.739,0.291,0.169,1.309,Follow-up,,,,,,,,,,,,,,,,,,,reger2016_Structured Clinical Interview_CAPS past month_ITT_A vs B_12,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Structured Clinical Interview,CAPS,CAPS past month,ITT,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs B,26,,Standardized effect size,1.07,95% CI,0.16,1.97,one-tailed p=0.990,,,,,,,,0.504,0.317,-0.117,1.126,Follow-up,,,,,,,,,,,,,,,,,,,reger2016_Structured Clinical Interview_CAPS past month_ITT_A vs B_26,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Structured Clinical Interview,CAPS,CAPS past week,ITT,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs B,26,,Standardized effect size,0.83,95% CI,0.09,1.58,one-tailed p=0.986,,,,,,,,0.526,0.318,-0.097,1.148,Follow-up,,,,,,,,,,,,,,,,,,,reger2016_Structured Clinical Interview_CAPS past week_ITT_A vs B_26,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Structured Clinical Interview,CAPS,CAPS past week,ITT,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs C,0,,Effect size,-0.81,95% CI,-1.42,-0.2,one-sided p=0.005,,,,,,,,-0.393,0.236,-0.856,0.069,Follow-up,,,,,,,,,,,,,,,,,,,reger2016_Structured Clinical Interview_CAPS past week_ITT_A vs C_0,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Structured Clinical Interview,CAPS,CAPS past week,ITT,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,B vs C,0,,Effect size,-1.33,95% CI,-1.93,-0.74,one-sided p<0.001,,,,,,,,-0.827,0.239,-1.296,-0.359,Follow-up,,,,,,,,,,,,,,,,,,,reger2016_Structured Clinical Interview_CAPS past week_ITT_B vs C_0,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Self report,PCL,PCL-C,ITT,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs B,0,,Effect size,-0.01,95% CI,-0.57,0.55,one-sided p>0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reger2016_Self report_PCL-C_ITT_A vs B_0,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Self report,PCL,PCL-C,ITT,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs B,12,,Effect size,0.32,95% CI,-0.29,0.92,one-sided p>0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reger2016_Self report_PCL-C_ITT_A vs B_12,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Self report,PCL,PCL-C,ITT,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs B,26,,Effect size,-0.01,95% CI,-0.67,0.65,one-sided p>0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reger2016_Self report_PCL-C_ITT_A vs B_26,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Self report,PCL,PCL-C,ITT,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,A vs C,0,,Effect size,-1.26,95% CI,-1.79,-0.72,one-sided p<0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reger2016_Self report_PCL-C_ITT_A vs C_0,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reger2016,45485,"Reger, 2016",Self report,PCL,PCL-C,ITT,,Ignored,Linear mixed effects regression model; effect size using regression coefficients standardized to the total sample baseline SD; test of superiority for active treatments over waitlist and VRE over PE reporting one-tailed p-values; a posteriori two-tailed CIs for PE vs VRE,B vs C,0,,Effect size,-1.25,95% CI,-1.77,-0.72,one-sided p<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reger2016_Self report_PCL-C_ITT_B vs C_0,"Reger GM, Koenen-Woods P, Zetocha K, et al. Randomized controlled trial of prolonged exposure using imaginal exposure vs. virtual reality exposure in active duty soldiers with deployment-related posttraumatic stress disorder (PTSD). J Consult Clin. Psychol. 2016 Nov;84(11):946-59. doi: 10.1037/ccp0000134. PMID: 27606699.",2016,Psychotherapy,Some Concerns,Active Duty Military,Race and Ethnicity data reported,Combat-related,,162,PTSD
reich2004,27284,"Reich, 2004",Structured Clinical Interview,CAPS,CAPS-2,ITT,,LOCF,z-scores using random-effects time series modeling,A vs B,0,,,,,,,p=0.015,,,,,,,,-0.418,0.447,-1.293,0.457,Change,,,-11,,,,,,,,,,,,,,,,reich2004_Structured Clinical Interview_CAPS-2_ITT_A vs B_0,"Reich DB, Winternitz S, Hennen J, et al. A preliminary study of risperidone in the treatment of posttraumatic stress disorder related to childhood abuse in women. J Clin Psychiatry. 2004 Dec;65(12):1601-6. PMID: 15641864.",2004,Pharmacotherapy,Some Concerns,Community,Race data reported,Mixed,"child physical abuse, child sexual abuse, child other abuse",21,PTSD
reinhardt2018,48190,"Reinhardt, 2018",Structured Clinical Interview,CAPS,CAPS past month,Completer,None,,"Repeated measures ANOVA, post hoc Tukey's honestly significant difference, and eta-squared effect sizes.",A vs B,0,CAPS past month; Group x Time interaction,eta-squared,0.01,,,,p=0.48,,,,,,,,-0.163,0.528,-1.198,0.873,Follow-up,,,,,,,,,,,,,,,,,,,reinhardt2018_Structured Clinical Interview_CAPS past month_Completer_A vs B_0,"Reinhardt KM, Noggle Taylor JJ, Johnston J, et al. Kripalu yoga for military veterans With PTSD: a randomized trial. J Clin Psychol. 2018 Jan;74(1):93-108. doi: 10.1002/jclp.22483. PMID: 28524358.",2018,CIH,High,Mixed,Race and Ethnicity data reported,,,51,PTSD
reinhardt2018,48190,"Reinhardt, 2018",Structured Clinical Interview,CAPS,CAPS past week,Completer,None,,"Repeated measures ANOVA, post hoc Tukey's honestly significant difference, and eta-squared effect sizes.",A vs B,0,CAPS past week; Group x Time interaction,eta-squared,0,,,,p=0.56,,,,,,,,-0.113,0.528,-1.147,0.921,Follow-up,,,,,,,,,,,,,,,,,,,reinhardt2018_Structured Clinical Interview_CAPS past week_Completer_A vs B_0,"Reinhardt KM, Noggle Taylor JJ, Johnston J, et al. Kripalu yoga for military veterans With PTSD: a randomized trial. J Clin Psychol. 2018 Jan;74(1):93-108. doi: 10.1002/jclp.22483. PMID: 28524358.",2018,CIH,High,Mixed,Race and Ethnicity data reported,,,51,PTSD
