Report Year,Agency Name,Data Set Title,Data Set Description,Update Frequency,Planned Release Date,Date Status,Agency Comment
2025,Department of Finance (DOF),Recorded Leaseholds (RPTT),Recorded Leaseholds  as  reported on Real Property Transfer Tax (RPTT) filings  on ACRIS,Quarterly,06/30/2026,Updated,The development efforts for this dataset is on hold due to staff attrition and prioritization of critical projects within the Department of Finance (DOF).
2025,Mayor's Office of Contract Services (MOCS),Principals Report,Displays current principal owners and officers disclosed by the vendor. Entities that appear below have enrolled in PASSPort and disclosed responsive information.  Parent entities that do not do business with the City are not required to fill out Principal Questionnaires; those entities appear in this report with blank fields.,Annually,10/31/2025,Updated,Delayed due to resource shortage and other priorities
2025,Department of Finance (DOF),Rent Freeze Program Report,"The New York City Rent Freeze program is comprised of the Senior Citizen Rent Increase Exemption (SCRIE) and the Disability Rent Increase Exemption (DRIE). The program assists low income seniors and people with disabilities who reside in rent-regulated apartments or apartments subject to the Private Housing Finance Law. The SCRIE and DRIE benefits freeze recipients’ rent and protect them from future increases. As housing costs continue to rise citywide, the Rent Freeze program helps New Yorkers remain in their homes.",Every 2 years,06/30/2026,Updated,The development efforts for this dataset is on hold due to staff attrition and prioritization of critical projects within the Department of Finance (DOF).
2025,Department of Health and Mental Hygiene (DOHMH),Active Hookah Permits in NYC,List of establishments with active hookah permit,Annually,06/30/2027,Updated,"Will be combined with ""Smoke-Free Air Act Membership Association Registrations"" dataset"
2025,Department of Health and Mental Hygiene (DOHMH),Child care sites,List of all childcare sites with complete and incomplete inspections,To be Determined,12/31/2028,No Change,
2025,Department of Health and Mental Hygiene (DOHMH),Childcare programs,"Total Group Child Care programs open since 2017 with opening dates, closing dates, and number of violations",To be Determined,12/31/2028,No Change,
2025,Department of Health and Mental Hygiene (DOHMH),Childhood at risk blood lead level data,Estimated number of new children with blood lead levels > =3.5 mcg/dL (to replace previously released blood lead levels >=5mcg/dL),Annually,06/30/2027,Updated,The release of this dataset is delayed due to impact of available resources.
2025,Department of Health and Mental Hygiene (DOHMH),Complaint Data on unsafe construction practices in common areas,Complaint data on unsafe construction practices in common areas,Annually,06/30/2026,Updated,The release of this dataset is delayed due to impact of available resources.
2025,Department of Health and Mental Hygiene (DOHMH),COVID Rates by Vaccination Status,COVID Rates by Vaccination Status,Weekly,06/30/2026,Updated,Work on this dataset is in progress and will be released as a larger comprehensive dataset
2025,Department of Health and Mental Hygiene (DOHMH),COVID-19 Data by Neighborhood,Data summaries of NYC neighborhoods by ZIP code to see how COVID-19 is affecting communities.,Daily,06/30/2026,Updated,Work on this dataset is in progress and will be released as a larger comprehensive dataset
2025,Department of Health and Mental Hygiene (DOHMH),COVID-19 death data,COVID-19 deaths broken down by age and year,To be Determined,12/31/2028,No Change,
2025,Department of Health and Mental Hygiene (DOHMH),COVID-19 Vaccines,"Number of vaccine doses that have been 1)Reserved by the federal government for NYC, 2)Delivered to NYC, and 3)Given to people in NYC",Daily,06/30/2026,Updated,Work on this dataset is in progress and will be released as a larger comprehensive dataset
2025,Department of Health and Mental Hygiene (DOHMH),Dental Services,Low-cost dental treatment,As Needed,12/31/2026,No Change,
2025,Department of Health and Mental Hygiene (DOHMH),Drowning Deaths at Permitted NYC Beaches,"Data includes drownings that resulted in death from permitted NYC beaches as reported to NYC Health Department in accordance with NYC Health Code 167.33. Drownings that occur at non-permitted beaches or other waterbodies such as federal beaches, ponds, rivers, or bathtubs are not reported to NYC Health and therefore not included in this dataset.",As needed,06/30/2027,New,
2025,Department of Health and Mental Hygiene (DOHMH),Drug and Alcohol Services,"Includes buprenorphine treatment, naloxone in pharmacies, and syringe service program locations",As Needed,12/31/2026,No Change,
2025,Department of Health and Mental Hygiene (DOHMH),Farm Box Discounts,List of fresh food boxes and farm shares that offer a 50% discount to customers paying with SNAP benefits through the Half Off Farm Box program,Quarterly,06/30/2026,Updated,Work on this dataset is in progress and will be released as a larger comprehensive dataset
2025,Department of Health and Mental Hygiene (DOHMH),Hepatitis,"Hep A, B, C testing and vaccines, syringe exchange locations",As Needed,12/31/2026,No Change,
2025,Department of Health and Mental Hygiene (DOHMH),Influenza data,Number of daily hospitalizations for influenza like illness from 1/1/2016-10/31/2022; tests provided; test results,To be Determined,12/31/2028,No Change,
2025,Department of Health and Mental Hygiene (DOHMH),LGBTQ Health Services,"Counseling, gender affirming care, primary care locations",As Needed,12/31/2026,No Change,
2025,Department of Health and Mental Hygiene (DOHMH),MFV commissary  inspections,Inspection data for commissaries,Annually,06/30/2026,Updated,The release of this dataset is delayed due to impact of available resources.
2025,Department of Health and Mental Hygiene (DOHMH),Mobile Food Vending Inspections,Dataset contains information on mobile food vending permits and inspections,Annually,12/31/2025,No Change,
