id labor	Valdkond	VK sort	Paneel	P kood	Analüüsi nimetus	A kood	Kehtiv	Kehtiv lõpp	Tellitav	Vahendatav	T lühend	Kasutatav nimetus	T Nimetus	Vastuskood	T Ühik	Labor ühik	Seade	Diagnostikumi_tootja	Sort	Risttabel	id algandmed	Loinc #	Component	Property	Time Aspects	System	Scale	Method	Ex UCUM Units	Ex Units	%99+ Common Tests	Class	Long Common Name	Short Name	Type	Order/Obs	Doc/Section	Ext
2551	VIR	20			Candida albicans IgA QN	CAND_IGA-TST	JAH		JAH	JAH	S,P-C albicans IgA QN	Candida albicans IgA QN	Candida albicans vastase IgA hulk seerumis/plasmas	QN	kU/L	kU/L			802	JAH	7464	56151-4	Candida albicans Ab.IgA	ACnc	Pt	Ser	Qn		[arb'U]/mL			MICRO	Candida albicans IgA Ab [Units/volume] in Serum	C albicans IgA Ser-aCnc	Laboratory	Both		
979	VIR	20			Candida albicans IgM	S-CANDIDA_IGM-MT	EI	2024-10-18	JAH	JAH	S,P-C albicans IgM	Candida albicans IgM	Candida albicans vastane IgM seerumis/plasmas	N/Pp/P					803	JAH	3805	A-3805																
2550	VIR	20			Candida albicans IgM QN	CAND_IGM-TST	JAH		JAH	JAH	S,P-C albicans IgM QN	Candida albicans IgM QN	Candida albicans vastase IgM hulk seerumis/plasmas	QN	kU/L	kU/L			804	JAH	7463	56150-6	Candida albicans Ab.IgM	ACnc	Pt	Ser	Qn		[arb'U]/mL			MICRO	Candida albicans IgM Ab [Units/volume] in Serum	C albicans IgM Ser-aCnc	Laboratory	Both		
2549	VIR	20			Candida albicans IgG QN	CAND_IGG-TST	JAH		JAH	JAH	S,P-C albicans IgG QN	Candida albicans IgG QN	Candida albicans vastase IgG hulk seerumis/plasmas	QN	kU/L	kU/L			806	JAH	7462	7172-0	Candida albicans Ab.IgG	ACnc	Pt	Ser	Qn		[arb'U]/mL			ALLERGY	Candida albicans IgG Ab [Units/volume] in Serum	C albicans IgG Qn	Laboratory	Both		
1916	VIR	20			Candida albicans IgG	S-CANDIDA_IGG-MT	EI	2024-10-18	JAH	JAH	S,P-C albicans IgG interpret	Candida albicans IgG (tõlgendus)	Candida albicans vastane IgG seerumis/plasmas (tõlgendus)	Tekst					807	JAH	6053	A-5499																
981	VIR	20			Candida dubliniensis DNA	MUU-CA_DUBLINIENSIS-PCR	EI	2025-05-14	EI	EI	XXX-C dubliniensis DNA	Candida dubliniensis DNA	Candida dubliniensis DNA	N/P					809	JAH	3806	A-3806																
983	VIR	20			Candida glabrata DNA	MUU-CA_GLABRATA-PCR	EI	2025-05-14	EI	EI	XXX-C glabrata DNA	Candida glabrata DNA	Candida glabrata DNA	N/P					810	JAH	1571	70026-0	Candida glabrata DNA	Threshold	Pt	Bld	Ord	Probe.amp.tar				MICRO	Candida glabrata DNA [Presence] in Blood by Probe and target amplification method	C glabrata DNA Bld Ql PCR	1	Both		34,8955
984	VIR	20			Candida krusei DNA	MUU-CA_KRUSEI-PCR	EI	2025-05-14	EI	EI	XXX-C krusei DNA	Candida krusei DNA	Candida krusei DNA	N/P					811	JAH	1570	70025-2	Candida krusei DNA	Threshold	Pt	Bld	Ord	Probe.amp.tar				MICRO	Candida krusei DNA [Presence] in Blood by Probe and target amplification method	C krusei DNA Bld Ql PCR	1	Both		35,9275
985	VIR	20			Candida parapsilosis DNA	MUU-CA_PARAPSILOSIS-PCR	EI	2025-05-14	EI	EI	XXX-C parapsilosis DNA	Candida parapsilosis DNA	Candida parapsilosis DNA	N/P					812	JAH	1569	70024-5	Candida parapsilosis DNA	Threshold	Pt	Bld	Ord	Probe.amp.tar				MICRO	Candida parapsilosis DNA [Presence] in Blood by Probe and target amplification method	C parapsilosis DNA Bld Ql PCR	1	Both		32,4503
986	VIR	20			Candida tropicalis DNA	MUU-CA_TROPICALIS-PCR	EI	2025-05-14	EI	EI	XXX-C tropicalis DNA	Candida tropicalis DNA	Candida tropicalis DNA	N/P					814	JAH	1568	70023-7	Candida tropicalis DNA	Threshold	Pt	Bld	Ord	Probe.amp.tar				MICRO	Candida tropicalis DNA [Presence] in Blood by Probe and target amplification method	C tropicalis DNA Bld Ql PCR	1	Both		30,3026
1346	VIR	20			Aspergillus Ag	ASPERG_AG-TST	JAH		JAH	JAH	S,P-Aspergillus Ag	Aspergillus Ag	Aspergillus antigeen (galaktomannaan) seerumis/plasmas	N/P					817	JAH	1499	44099-0	Galactomannan Ag	ACnc	Pt	Ser/Plas	Ord	EIA				MICRO	Galactomannan Ag [Presence] in Serum or Plasma by Immunoassay	Galactomannan Ag SerPl Ql EIA	1	Both		
1195	VIR	20			Beeta-D-glükaan	B_D_GLYCAN-TST	JAH		JAH	JAH	S-b-D-Glycan	Beeta-D-glükaan	Beeta-D-glükaan seerumis	QN	ng/L	ng/L			820	JAH	5250	42176-8	1,3 beta glucan	MCnc	Pt	Ser	Qn		ng/mL	ng/mL	979	MICRO	1,3 beta glucan [Mass/volume] in Serum	1,3 beta glucan Ser-mCnc	1	Both		11,3498
2457	VIR	20	Meningiiditekitajate DNA/RNA paneel	MENING_PAT_DNA_RNA-X-PNL	Cryptococcus neoformans/Cryptococcus gattii DNA liikvoris	C_NEO_GATTI_DNA-TST	JAH		EI	JAH	XXX-C neoformans/C gattii DNA	Cryptococcus neoformans/Cryptococcus gattii DNA	Cryptococcus neoformans/Cryptococcus gattii DNA	N/P					823	JAH	6717	82181-9	Cryptococcus gattii+neoformans DNA	PrThr	Pt	CSF	Ord	Non-probe.amp.tar				MICRO	Cryptococcus gattii+neoformans DNA [Presence] in Cerebral spinal fluid by NAA with non-probe detection	C gattii+neofor DNA CSF Ql NAA+non-probe	1	Both		
1418	VIR	20			Nahaseente DNA paneel	DERMA_DNA-X-PNL	JAH		JAH	EI	XXX-Dermatophytes DNA panel	Nahaseente DNA paneel	Nahaseente DNA täpsustamata materjalis (paneel)	Paneel					824	EI/Paneel	2698	L-2698																
988	VIR	20			Dermatofüüdid	MUU-DERMA-PCR	EI	2025-05-14	EI	EI	XXX-Dermatophytes DNA	Nahaseente DNA	Nahaseente DNA	N/P					826	JAH	2699	101753-2	Dermatophytes DNA	PrThr	Pt	XXX	Ord	Probe.amp.tar				MICRO	Dermatophytes DNA [Presence] in Specimen by NAA with probe detection	Dermatophytes DNA Spec Ql NAA+probe	Laboratory	Both		
989	VIR	20			Trichophyton rubrum DNA	MUU-TR-PCR	EI	2025-05-14	EI	EI	XXX-T rubrum DNA	Trichophyton rubrum DNA	Trichophyton rubrum DNA	N/P					827	JAH	2700	101769-8	Trichophyton rubrum DNA	PrThr	Pt	XXX	Ord	Probe.amp.tar				MICRO	Trichophyton rubrum DNA [Presence] in Specimen by NAA with probe detection	T rubrum DNA Spec Ql NAA+probe	Laboratory	Both		
2580	VIR	20	Nahaseente DNA paneel	DERMA_DNA-X-PNL	Trichophyton rubrum kompleksi DNA	TRC_DNA_DMTP-TST	JAH		EI	EI	XXX-T rubrum complex DNA	Trichophyton rubrum kompleksi DNA	Trichophyton rubrum kompleksi DNA	N/P					828	JAH	3448	A-3448																
2581	VIR	20	Nahaseente DNA paneel	DERMA_DNA-X-PNL	Trichophyton tonsurans DNA	TT_DNA_DMTP-TST	JAH		EI	EI	XXX-T tonsurans DNA	Trichophyton tonsurans DNA	Trichophyton tonsurans DNA täpsustamata materjalis	N/P		" "			830	JAH	5392	A-5326																
2579	VIR	20	Nahaseente DNA paneel	DERMA_DNA-X-PNL	Trichophyton mentagrophytes kompleksi DNA	TMC_DNA_DMTP-TST	JAH		EI	EI	XXX-T mentagrophytes complex DNA	Trichophyton mentagrophytes kompleksi DNA	Trichophyton mentagrophytes kompleksi DNA	N/P					833	JAH	3447	A-3447																
990	VIR	20	Nahaseente DNA paneel	DERMA_DNA-X-PNL	Microsporum canis DNA	MC_DNA_DMTP-TST	JAH		EI	EI	XXX-M canis DNA	Microsporum canis DNA	Microsporum canis DNA	N/P					839	JAH	3813	A-3813																
991	VIR	20	Nahaseente DNA paneel	DERMA_DNA-X-PNL	Epidermophyton floccosum DNA	EF_DNA_DMTP-TST	JAH		EI	EI	XXX-E floccosum DNA	Epidermophyton floccosum DNA	Epidermophyton floccosum DNA	N/P					842	JAH	3812	A-3812																
992	VIR	20			Malaariaplasmoodiumi mikroskoopia	B-PLAS-HE	EI	2025-05-13	JAH	EI	B-Plasmodium-m	Malaariaplasmoodiumi mikroskoopia	Malaariaplasmoodiumi mikroskoopia verest	N/P					844	JAH	97	32700-7	Microscopic observation	Prid	Pt	Bld	Nom	Malaria smear				MICRO	Microscopic observation [Identifier] in Blood by Malaria smear	Malaria Smear Bld	1	Both		
993	VIR	20			Plasmodium DNA (P. falciparum, P. malariae, P. ovale, P. vivax)	PLASMOD_DNA-TST	JAH		JAH	JAH	B-Plasmodium DNA	Malaariaplasmoodiumi DNA	Malaariaplasmoodiumi (P falciparum, P malariae, P ovale, P vivax) DNA veres	N/P					845	JAH	4344	47085-6	Plasmodium sp DNA	ACnc	Pt	Bld	Ord	Probe.amp.tar			2	MICRO	Plasmodium sp DNA [Presence] in Blood by Probe and target amplification method	Plasmodium DNA Bld Ql PCR	1	Both		18,5577
2584	VIR	20			Malaariaplasmoodium (ribaanalüüs)	PLASM_AG-TST	JAH		JAH	JAH	B-Plasmodium strip	Malaariaplasmoodium (ribaanalüüs)	Malaariaplasmoodium veres (ribaanalüüs)	Tekst					846	JAH	3660	50687-3	Plasmodium sp Ag	ACnc	Pt	Bld	Ord				2	MICRO	Plasmodium sp Ag [Presence] in Blood	Plasmodium Ag Bld Ql	1	Both		12,4032
994	VIR	20			Plasmodium IgG (P. falciparum, P. malariae, P. ovale, P. vivax. P. knowlesi)	PLASMOD_IGG-TST	JAH		JAH	JAH	S,P-Plasmodium IgG	Malaariaplasmoodiumi IgG	Malaariaplasmoodiumi vastane IgG seerumis/plasmas	N/Pp/P					847	JAH	5576	A-5576																
995	VIR	20			Babesia DNA	BABESIA_DNA-TST	JAH		JAH	JAH	XXX-Babesia DNA	Babesia DNA	Babesia DNA	N/P					848	JAH	4304	42641-1	Babesia sp DNA	ACnc	Pt	XXX	Ord	Probe.amp.tar				MICRO	Babesia sp DNA [Presence] in Unspecified specimen by Probe and target amplification method	Babesia DNA XXX Ql PCR	1	Both		15,8679
2212	VIR	20			Babesia microti IgG tiiter	B_MICROTI_IGG-TST	JAH		JAH	JAH	S,P-B microti IgG titr	Babesia microti IgG tiiter	Babesia microti vastase IgG tiiter seerumis/plasmas	SemiQN					849	JAH	6585	16117-4	Babesia microti Ab.IgG	Titr	Pt	Ser	SemiQn		{titer}	titer		MICRO	Babesia microti IgG Ab [Titer] in Serum	B microti IgG Titr Ser	1	Both		
2215	VIR	20			Babesia divergens IgG tiiter	B_DIVERGENS_IGG-TST	JAH		JAH	JAH	S,P-B divergens IgG titr	Babesia divergens IgG tiiter	Babesia divergens vastane IgG seerumis/plasmas	SemiQN					850	JAH	6588	A-5550																
998	VIR	20			Trypanosoma cruzi DNA	T_CRUZI_DNA-TST	JAH		JAH	JAH	XXX-T cruzi DNA	Trypanosoma cruzi DNA	Trypanosoma cruzi DNA	N/P					851	JAH	4337	49801-4	Trypanosoma cruzi DNA	ACnc	Pt	Bld	Ord	Probe.amp.tar			2	MICRO	Trypanosoma cruzi DNA [Presence] in Blood by Probe and target amplification method	T cruzi DNA Bld Ql PCR	1	Both		18,1328
2341	VIR	20			Trypanosoma cruzi IgG, IgM paneel	S-TRYCRU_IGG_IGM-MT-Panel	EI	2025-05-14	JAH	JAH	S,P-T cruzi IgG, IgM panel	Trypanosoma cruzi IgG, IgM paneel	Trypanosoma cruzi IgG, IgM vastased antikehad seerumis/plasmas (paneel)	Paneel					852	EI/Paneel	6883	L-5510																
999	VIR	20			Trypanosoma cruzi Ab	T_CRUZI_AB-TST	JAH		JAH	JAH	S,P-T cruzi Ab	Trypanosoma cruzi Ab	Trypanosoma cruzi vastased antikehad seerumis/plasmas	N/Pp/P					853	JAH	4332	23785-9	Trypanosoma cruzi Ab	ACnc	Pt	Ser	Ord				3	MICRO	Trypanosoma cruzi Ab [Presence] in Serum	T cruzi Ab Ser Ql	1	Both		18,1328
2605	VIR	20			Trypanosoma brucei gambiense / T brucei rhodesiense DNA	T_BRUCEI_GAMB_RHOD_DNA-TST	JAH		JAH	JAH	XXX-T brucei gambiense / T brucei rhodesiense DNA	Trypanosoma brucei gambiense / T brucei rhodesiense DNA	Trypanosoma brucei gambiense / Trypanosoma brucei rhodesiense DNA	N/P					854	JAH	7520	A-5646																
2658	VIR	20			Trypanosoma brucei gambiense, Trypanosoma brucei rhodesiense Ab paneel	T_BRUCEI_GAMB_RHOD_IGG-X-PNL	JAH		JAH	JAH	S-T brucei gambiense, T brucei rhodesiense Ab paneel	Trypanosoma brucei gambiense, Trypanosoma brucei rhodesiense Ab paneel	Trypanosoma brucei gambiense, Trypanosoma brucei rhodesiense vastased antikehad seerumis (paneel)	Paneel					855	EI/Paneel	7581	L-5593																
2216	VIR	20			Babesia microti/divergens IgG paneel	S-BABESIA_AB-MT-Panel	EI	2024-01-08	JAH	JAH	S,P-Babesia IgG titr panel	Babesia IgG tiitrite paneel	Babesia-vastase IgG tiiter seerumis/plasmas (paneel)	Paneel					856	EI/Paneel	6589	L-5471																
2656	VIR	20	Trypanosoma brucei gambiense, Trypanosoma brucei rhodesiense Ab paneel	T_BRUCEI_GAMB_RHOD_IGG-X-PNL	Trypanosoma brucei gambiense IgG tiiter	T_BRUCEI_GAMB_IGG-TST	JAH		EI	JAH	S-T brucei gambiense lgG titr	Trypanosoma brucei gambiense IgG tiiter	Trypanosoma brucei gambiense vastase IgG tiiter seerumis	SemiQN					856	JAH	7579	A-5654																
2657	VIR	20	Trypanosoma brucei gambiense, Trypanosoma brucei rhodesiense Ab paneel	T_BRUCEI_GAMB_RHOD_IGG-X-PNL	Trypanosoma brucei rhodesiense IgG tiiter	T_BRUCEI_RHOD_IGG-TST	JAH		EI	JAH	S-T brucei rhodesiense lgG titr	Trypanosoma brucei rhodesiense IgG tiiter	Trypanosoma brucei rhodesiense vastase IgG tiiter seerumis	SemiQN					857	JAH	7580	42946-4	Trypanosoma brucei rhodesiense Ab	Titr	Pt	Ser	SemiQn		{titer}			MICRO	Trypanosoma brucei rhodesiense Ab [Titer] in Serum	T brucei rhodes Ab Titr Ser	Laboratory	Both		
1002	VIR	20			Leishmania DNA	LEISHM_DNA-TST	JAH		JAH	JAH	XXX-Leishmania DNA	Leishmania DNA	Leishmania DNA	N/P					858	JAH	4343	23159-7	Leishmania sp DNA	Prid	Pt	XXX	Nom	Probe.amp.tar			1	MICRO	Leishmania sp DNA [Identifier] in Unspecified specimen by Probe and target amplification method	Leishmania DNA XXX PCR	1	Both		15,4662
2345	VIR	20			Leishmania Ab paneel	LEISHM_AB-X-PNL	JAH		JAH	JAH	S,P-Leishmania Ab panel	Leishmania Ab paneel	Leishmania-vastaste antikehade paneel seerumis/plasmas	Paneel					859	EI/Paneel	6917	L-5511																
1003	VIR	20	Leishmania Ab paneel	LEISHM_AB-X-PNL	Leishmania Ab	LEISHM_AB-TST	JAH		EI	JAH	S,P-Leishmania Ab	Leishmania Ab	Leishmania-vastased antikehad seerumis/plasmas	N/Pp/P					860	JAH	4342	7958-2	Leishmania sp Ab	ACnc	Pt	Ser	Ord					MICRO	Leishmania sp Ab [Presence] in Serum	Leishmania Ab Ser Ql	1	Both		11,18
2344	VIR	20	Leishmania Ab paneel	LEISHM_AB-X-PNL	Leishmania Ab tiiter	LEISHM_AB_IFT-TST	JAH		EI	JAH	S,P-Leishmania Ab titr	Leishmania Ab tiiter	Leishmania-vastaste antikehade tiiter seerumis/plasmas	SemiQN					861	JAH	6916	23156-3	Leishmania sp Ab	Titr	Pt	Ser	SemiQn	IF	{titer}	titer		MICRO	Leishmania sp Ab [Titer] in Serum by Immunofluorescence	Leishmania Ab Titr Ser IF	1	Both		
1920	VIR	20			Acanthamoeba spp. DNA	ACA_DNA-TST	JAH		JAH	JAH	XXX-Acanthamoeba DNA	Acanthamoeba spp. DNA	Acanthamoeba spp. DNA täpsustamata materjalis	N/P		" "			862	JAH	5934	41429-2	Acanthamoeba sp DNA	PrThr	Pt	XXX	Ord	Probe.amp.tar				MICRO	Acanthamoeba sp DNA [Presence] in Unspecified specimen by NAA with probe detection	Acanthamoeba DNA XXX Ql NAA+probe	1	Both		
1153	VIR	20			Schistosoma spp. DNA	SCHI_DNA-TST	JAH		JAH	JAH	S-Schistosoma spp. DNA	Schistosoma spp. DNA	Schistosoma spp. DNA seerumis	N/P					863	JAH	5050	A-5050																
1171	VIR	20			Schistosoma haematobium/mansoni IgG, IgM paneel	SCHI_AB-X-PNL	JAH		JAH	JAH	S,P-Schistosoma Ab panel	Schistosoma Ab paneel	Schistosoma-vastased antikehad seerumis/plasmas (paneel)	Paneel					864	JAH	5228	L-5228																
1001	VIR	20	Schistosoma Ab paneel	SCHI_AB-X-PNL	Schistosoma haematobium (tserkaar) IgG	SCHI_H_CERC_IGG-TST	JAH		EI	JAH	S,P-S haematobium (cercaria) IgG	Schistosoma haematobium (tserkaar) IgG	Schistosoma haematobium (tserkaar) vastane IgG seerumis/plasmas	Tekst					865	JAH	4347	A-4347																
1004	VIR	20	Schistosoma Ab paneel	SCHI_AB-X-PNL	Schistosoma haematobium (täisksvanud) IgG	SCHI_H_ADULT_IGG-TST	JAH		EI	JAH	S,P-S haematobium (adult) IgG	Schistosoma haematobium (täisksvanud) IgG	Schistosoma haematobium (täiskasvanud) vastane IgG seerumis/plasmas	Tekst					866	JAH	4346	A-4346																
2776	VIR	20			Schistosoma mansoni Ab	SCHI_M_AB-TST	JAH		JAH	JAH	S,P-S mansoni Ab	Schistosoma mansoni Ab	Schistosoma mansoni vastased antikehad seerumis/plasmas	Tekst					867	JAH	7849	A-5726																
1005	VIR	20	Schistosoma Ab paneel	SCHI_AB-X-PNL	Schistosoma mansoni IgG tiiter	SCHI_M_IGG-TST	JAH		EI	JAH	S,P-S mansoni IgG titr	Schistosoma mansoni IgG tiiter	Schistosoma mansoni vastase IgG tiiter seerumis/plasmas	SemiQN					868	JAH	4348	A-4348																
1006	VIR	20	Schistosoma Ab paneel	SCHI_AB-X-PNL	Schistosoma mansoni (tserkaar) IgG	SCHI_M_CERC_IGG-TST	JAH		EI	JAH	S,P-S mansoni (cercaria) IgG	Schistosoma mansoni (tserkaar) IgG	Schistosoma mansoni (tserkaar) vastane IgG seerumis/plasmas	Tekst					869	JAH	4350	A-4350																
1007	VIR	20	Schistosoma Ab paneel	SCHI_AB-X-PNL	Schistosoma mansoni (täiskasvanud) IgG	SCHI_M_ADULT_IGG-TST	JAH		EI	JAH	S,P-S mansoni (adult) IgG	Schistosoma mansoni (täiskasvanud) IgG	Schistosoma mansoni (täiskasvanud) vastane IgG seerumis/plasmas	Tekst					870	JAH	4349	A-4349																
1008	VIR	20			Filaria Ab	FILARIA_AB-TST	JAH		JAH	JAH	S,P-Filaria Ab	Filaria Ab	Filaria-vastased antikehad seerumis/plasmas	N/Pp/P					871	JAH	4340	7887-3	Filaria Ab	ACnc	Pt	Ser	Qn					MICRO	Filaria Ab [Units/volume] in Serum	Filaria Ab Ser-aCnc	1	Both		14,1675
1009	VIR	20			Taenia solium Ab (Cysticercosis)	CYSE_AB-TST	JAH		JAH	JAH	S,P-T solium Ab QN	Taenia solium Ab QN	Taenia solium vastaste antikehade hulk seerumis/plasmas	QN	U/L	U/L			872	JAH	4353	7850-1	Taenia solium larva Ab	ACnc	Pt	Ser	Qn				3	MICRO	Taenia solium larva Ab [Units/volume] in Serum	T sol lar Ab Ser-aCnc	1	Both		10,8557
1010	VIR	20			Taenia solium Ab (immunoblot)	CYSE_AB_IB-TST	JAH		JAH	JAH	S,P-T solium Ab IB	Taenia solium Ab (immunoblot)	Taenia solium vastased antikehad seerumis/plasmas (immunoblot)	N/Pp/P					873	JAH	4316	9600-8	Taenia solium larva Ab	ACnc	Pt	Ser	Ord	IB			1	MICRO	Taenia solium larva Ab [Presence] in Serum by Immunoblot (IB)	T sol lar Ab Ser Ql IB	1	Both		10,8557
2165	VIR	20			Taenia solium Ab (Cysticercosis, immunoblot) liikvoris	CYSE_AB_IB_CSF-TST	JAH		JAH	JAH	CSF-T solium (larva) Ab IB	Taenia solium larvi Ab liikvoris (immunoblot)	Taenia solium larvi vastased antikehad liikvoris (immunoblot)	N/Pp/P					874	JAH	6533	35349-0	Taenia solium larva Ab	PrThr	Pt	CSF	Ord	IB				MICRO	Taenia solium larva Ab [Presence] in Cerebral spinal fluid by Immunoblot	T sol lar Ab CSF Ql IB	1	Both		
1738	VIR	20			Histoplasma capsulatum Ab	H_CAPSUL_AB-TST	JAH		JAH	JAH	S,P-H capsulatum Ab	Histoplasma capsulatum Ab	Histoplasma capsulatum vastased antikehad seerumis/plasmas	N/Pp/P		" "			875	JAH	5510	22346-1	Histoplasma capsulatum Ab	PrThr	Pt	Ser	Ord					MICRO	Histoplasma capsulatum Ab [Presence] in Serum	H capsul Ab Ser Ql	1	Both		
1011	VIR	20			Histoplasma capsulatum IgM (immunoblot)	S-HICAPS_IGM_IB-MT	EI	2020-03-12	JAH	JAH	S,P-H capsulatum IgM IB	Histoplasma capsulatum IgM (immunoblot)	Histoplasma capsulatum vastane IgM seerumis (immunoblot)	N/Pp/P					876	JAH	4753	22352-9	Histoplasma capsulatum Ab.IgM	PrThr	Pt	Ser	Ord					MICRO	Histoplasma capsulatum IgM Ab [Presence] in Serum	H capsul IgM Ser Ql	1	Both		25,9121
1012	VIR	20			Histoplasma capsulatum IgG (immunoblot)	S-HICAPS_IGG_IB-MT	EI	2020-03-12	JAH	JAH	S,P-H capsulatum IgG IB	Histoplasma capsulatum IgG (immunoblot)	Histoplasma capsulatum vastane IgG seerumis (immunoblot)	N/Pp/P					877	JAH	4752	31200-9	Histoplasma capsulatum Ab.IgG	PrThr	Pt	Ser	Ord					MICRO	Histoplasma capsulatum IgG Ab [Presence] in Serum	H capsul IgG Ser Ql	1	Both		25,4564
1292	VIR	20			Paragonimus Ab tiiter	PARAG_AB-TST	JAH		JAH	JAH	S,P-Paragonimus Ab Titr	Paragonimus Ab tiiter	Paragonimus vastaste antikehade tiiter seerumis/plasmas	SemiQN					878	JAH	5333	22436-0	Paragonimus sp Ab	Titr	Pt	Ser	SemiQn		{titer}	titer		MICRO	Paragonimus sp Ab [Titer] in Serum	Paragonimus Ab Titr Ser	1	Both		
2261	VIR	20			Lääne-Niiluse viiruse IgM liikvoris	WNV_IGM_CSF-TST	JAH		JAH	JAH	CSF-WNV IgM	Lääne-Niiluse viiruse IgM	Lääne-Niiluse viiruse vastase IgM liikvoris	N/P					879	JAH	6764	31703-2	West Nile virus Ab.IgM	PrThr	Pt	CSF	Ord					MICRO	West Nile virus IgM Ab [Presence] in Cerebral spinal fluid	WNV IgM CSF Ql	1	Both		
2262	VIR	20			Lääne-Niiluse viiruse IgG liikvoris	CSF-WESTNILE_IGG-MT	EI	2025-05-13	JAH	JAH	CSF-WNV IgG	Lääne-Niiluse viiruse IgG	Lääne-Niiluse viiruse vastase IgG liikvoris	N/P					880	JAH	6765	41236-1	West Nile virus Ab.IgG	PrThr	Pt	CSF	Ord					MICRO	West Nile virus IgG Ab [Presence] in Cerebral spinal fluid	WNV IgG CSF Ql	1	Both		
2777	VIR	20			Lääne-Niiluse viiruse IgG	WNV_IGG_CSF-TST	JAH		JAH	JAH	CSF-WNV IgG	Lääne-Niiluse viiruse IgG	Lääne-Niiluse viiruse vastase IgG liikvoris	N/P		" "			880	JAH	6765	41236-1	West Nile virus Ab.IgG	PrThr	Pt	CSF	Ord					MICRO	West Nile virus IgG Ab [Presence] in Cerebral spinal fluid	WNV IgG CSF Ql	1	Both		
2259	VIR	20			Kollapalaviku viiruse IgG tiiter	YFV_IGG-TST	JAH		JAH	JAH	S,P-YFV IgG titr	Kollapalaviku viiruse IgG tiiter	Kollapalaviku viiruse vastase IgG tiiter seerumis/plasmas	SemiQN					881	JAH	6762	104461-9	Yellow fever virus Ab.IgG	Titr	Pt	Ser	SemiQn	IA				MICRO	Yellow fever virus IgG Ab [Titer] in Serum by Immunoassay	YFV IgG Titr Ser IA	Laboratory	Both		
2260	VIR	20			Kollapalaviku viiruse IgM tiiter	YFV_IGM-TST	JAH		JAH	JAH	S,P-YFV IgM titr	Kollapalaviku viiruse IgM tiiter	Kollapalaviku viiruse vastase IgM tiiter seerumis/plasmas	SemiQN					882	JAH	6763	A-5562																
2447	VIR	20			Ross-River viiruse IgG, IgM tiitrite paneel	RRV_AB-X-PNL	JAH		JAH	JAH	S,P-RRV IgG, IgM titr panel	Ross-River viiruse IgG, IgM tiitrite paneel	Ross-River viiruse vastase IgG, IgM tiiter seerumis/plasmas (paneel)	Paneel					883	EI/Paneel	7137	L-5544																
2446	VIR	20	Ross-River viiruse IgG, IgM tiitrite paneel	RRV_AB-X-PNL	Ross-River viiruse IgM tiiter	RRV_IGM-TST	JAH		EI	JAH	S,P-RRV IgM titr	Ross-River viiruse IgM tiiter	Ross-River viiruse vastase IgM tiiter seerumis/plasmas	SemiQN					884	JAH	7136	A-5614																
2445	VIR	20	Ross-River viiruse IgG, IgM tiitrite paneel	RRV_AB-X-PNL	Ross-River viiruse IgG tiiter	RRV_IGG-TST	JAH		EI	JAH	S,P-RRV IgG titr	Ross-River viiruse IgG tiiter	Ross-River viiruse vastase IgG tiiter seerumis/plasmas	SemiQN					885	JAH	7135	A-5615																
2273	VIR	20			Lümfotsüütilise koriomeningiidi viiruse RNA liikvoris	LCMV_RNA_CSF-TST	JAH		JAH	JAH	XXX-LCMV RNA	Lümfotsüütilise koriomeningiidi viiruse RNA	Lümfotsüütilise koriomeningiidi viiruse RNA	N/P					886	JAH	6789	51667-4	Lymphocytic choriomeningitis virus RNA	PrThr	Pt	XXX	Ord	Probe.amp.tar				MICRO	Lymphocytic choriomeningitis virus RNA [Presence] in Specimen by NAA with probe detection	LCMV RNA Spec Ql NAA+probe	1	Both		
2272	VIR	20			Lümfotsüütilise koriomeningiidi viiruse IgM tiiter	LCMV_IGM-TST	EI	2025-11-20	JAH	JAH	S,P-LCMV IgM titr	Lümfotsüütilise koriomeningiidi viiruse IgM tiiter	Lümfotsüütilise koriomeningiidi viiruse vastase IgM tiiter seerumis/plasmas	SemiQN					887	JAH	6788	9767-5	Lymphocytic choriomeningitis virus Ab.IgM	Titr	Pt	Ser	SemiQn	IF	{titer}	titer		MICRO	Lymphocytic choriomeningitis virus IgM Ab [Titer] in Serum by Immunofluorescence	LCMV IgM Titr Ser IF	1	Both		
2271	VIR	20			Lümfotsüütilise koriomeningiidi viiruse IgG tiiter	LCMV_IGG-TST	EI	2025-11-20	JAH	JAH	S,P-LCMV IgG titr	Lümfotsüütilise koriomeningiidi viiruse IgG tiiter	Lümfotsüütilise koriomeningiidi viiruse vastase IgG tiiter seerumis/plasmas	SemiQN					888	JAH	6787	9765-9	Lymphocytic choriomeningitis virus Ab.IgG	Titr	Pt	Ser	SemiQn	IF	{titer}	titer		MICRO	Lymphocytic choriomeningitis virus IgG Ab [Titer] in Serum by Immunofluorescence	LCMV IgG Titr Ser IF	1	Both		
2655	VIR	20			Lääne-Niiluse viiruse RNA	WNV_RNA-TST	JAH		JAH	JAH	S-WNV RNA	Lääne-Niiluse viiruse RNA	Lääne-Niiluse viiruse RNA seerumis	N/Pp/P					892	JAH	7578	32361-8	West Nile virus RNA	PrThr	Pt	Ser	Ord	Probe.amp.tar				MICRO	West Nile virus RNA [Presence] in Serum by NAA with probe detection	WNV RNA Ser Ql NAA+probe	Laboratory	Both		
