Year,Month,Area,Article,Author,Score,Sex,Notes,Funding,Clinical vs Biomedical,NIH
2009,November,Complications,Intensive Glucose-Lowering Therapy Reduces Cardiovascular Disease Events in Veterans Affairs Diabetes Trial Participants With Lower Calcified Coronary Atherosclerosis,Reaven et al,3,,A score of 3 was given because both sexes of human subjects were included but sex-segregated data was not provided.,"Cooperative Studies Program of the Department of Veterans Affairs Office of Research and Development, National Institutes of Health Grant RO1067690 (to P.D.R.), the Kronos Research Institute, and clinical research awards from the American Diabetes Association (to P.D.R.).",Clinical,Yes
2009,November,Complications,"A1C Variability Predicts Incident Cardiovascular Events, Microalbuminuria, and Overt Diabetic Nephropathy in Patients With Type 1 Diabetes",Wadén et al,3,,"A score of 3 was given because both sexes of human subjects were included and because no sex-segregated data was provided. (Data was sex-adjusted (sex included as a covariate),.)","Folkhälsan Research Foundation, Samfundet Folkhälsan, the Wilhelm and Else Stockmann Foundation, the Sigrid Juselius Foundation, the Waldemar von Frenckell Foundation, the Liv och Hälsa Foundation, the Perklén Foundation, the Finnish Medical Society (Finska Läkaresällskapet), EURAGEDIC (contract QLG2-CT-2001-01669), ADDNET (LSHB-CT-2003-503364), and DIANA (LSHB-CT-2006-037681).",Clinical,No
2009,December,Complications,Haptoglobin Genotype and Renal Function Decline in Type 1 Diabetes,Costacou et al,3,,A score of 3 was given because both sexes of human subjects were included but data not reported separately.,National Institutes of Health Grant DK34818.,Clinical,Yes
2009,March,Genetics,Association of Variants in RETN With Plasma Resistin Levels and Diabetes-Related Traits in the Framingham Offspring Study,Hivert et al.,3,N/A,"Score of 3 awarded, as both male and female data was used, but no sex-based analysis was performed and results are not presented by sex. Both covariate adjustment schemes used during data analysis adjusted the data for sex.","NIH, National Center for Research Resources, General Clinical Research Centers Program, sanofi-aventis, Centre de Recherche Medicale de l’Universite de Sherbrooke",Clinical,Yes
2009,March,Genetics,"Variants Near MC4R Are Associated With Obesity and Influence Obesity-Related Quantitative Traits in a Population of Middle-Aged People: Studies of 14,940 Danes",Zobel et al.,3,N/A,"Score of 3 awarded, as both male and female data was used. However, data was adjusted for sex during analysis (logisitc regression analysis). During the measurement of waist size, different standards were used for female and male particpants in order to classify them as lean or overweight/obese.","Lundbeck Foundation Centre of Applied Medical Genomics for Personalized Disease Prediction, Prevention and Care (LUCAMP), the Danish Medical Research Council, the Danish Diabetes Association, the Velux Foundation, the European Economic Community, the Danish Obesity Research Center (supported by the Danish Council for Strategic Research), the National Health Services in the counties of Copenhagen, Aarhus, Ringkøbing, Ribe, and South Jutland in Denmark, the Danish Research Foundation for General Practice, the Danish Centre for Evaluation and Health Technology Assessment, the Diabetes Fund of the National Board of Health, the Danish Medical Research Council, the Aarhus University Research Foundation, and Novo Nordisk Foundation, Novo Nordisk A/S, Novo Nordisk Scandinavia AB, ASTRA Denmark, Pfizer Denmark, GlaxoSmithKline Pharma Denmark, SERVIER Denmark A/S, and HemoCue Denmark A/S.",Clinical,No
2009,March,Genetics,Interaction Effect of Genetic Polymorphisms in Glucokinase (GCK) and Glucokinase Regulatory Protein (GCKR) on Metabolic Traits in Healthy Chinese Adults and Adolescents,Tam et al.,3,N/A,"Score of 3 awarded, as both male and female data was used. However, during data analysis data was adjusted for sex/ sex was treated as a covariate (linear regression model).","Hong Kong Government Research Grant Committee Central Allocation Scheme, CUHK Direct Grant",Clinical,No
2009,April,Genetics,Breast-Feeding Modifies the Association of PPARγ2 Polymorphism Pro12Ala With Growth in Early Life; The Generation R Study,Mook-Kanamori et al.,3,N/A,"Score of 3 awarded, as while both male and female data was used, sex was treated as a covariate rather than an independent variable. States that all models used in data analysis were adjusted for sex.","Erasmus Medical Center in close collaboration with the School of Law and Faculty of Social Sciences of the Erasmus University Rotterdam, the Municipal Health Service of Rotterdam, the Rotterdam Homecare Foundation, and the Stichting Trombosedienst and Artsenlaboratorium Rijnmond (STAR) Rotterdam. The first phase of the Generation R Study is made possible by financial support from the Erasmus Medical Center, the Erasmus University Rotterdam, and the Netherlands Organization for Health Research and Development (ZonMw)",Clinical,No
2009,April,Genetics,"Do Non-HLA Genes Influence Development of Persistent Islet Autoimmunity and Type 1 Diabetes in Children With High-Risk HLA-DR,DQ Genotypes?",Steck et al.,3,N/A,"Score of 3 awarded, as both male and female data was used. No results have been reported or analyzed by sex. Study used a parametric model which was adjusted for sex.",NIH,Clinical,Yes
2009,April,Genetics,Common Variants of Hepatocyte Nuclear Factor 1β Are Associated With Type 2 Diabetes in a Chinese Population,Wang et al.,3,N/A,"Score of 3 awarded, as both male and female data was included. No results have been displayed by or analyzed by sex. Logistic regression analysis adjusting for sex was performed.","Shanghai Rising-Star Program, Major Program of the National Natural Science Foundation of China, National 863 project of China, National 973 project of China, Shanghai Key Laboratory of Diabetes Mellitus, EFSD grant",Clinical,No
2009,June,Genetics,Extremes of Clinical and Enzymatic Phenotypes in Children With Hyperinsulinism Caused by Glucokinase Activating Mutations,Sayed et al.,1,Male,Subjetcs were 3 male children (human) with de novo glucokinase hyperinsulinism mutations. No reason given to why 3 female children were not also included.,National Center for Research Resources Clinical and Translational Science Award Grant and National Institutes of Health.,Clinical,Yes
2009,June,Genetics,Reduced-Function SLC22A1 Polymorphisms Encoding Organic Cation Transporter 1 and Glycemic Response to Metformin: A GoDARTS Study,Zhou et al.,3,Both,Both sexes were used. No sex segregated figures. No differences observed as they concluded that there is no clinical effect of sex on metformin response in humans.,"Diabetes UK, the Wellcome Trust U.K. Type 2 Diabetes Case Control Collection, Scottish Health Informatics Programme (SHIP) and Chief Scientist Office (CSO).",Clinical,No
2009,July,Genetics,Common Variation in SIM1 Is Reproducibly Associated With BMI in Pi ma Indians,Traurig et al.,4,Both,Studied both sexes of a Pima Indian population. One figure presented sex segregated data. The other data was controlled for sex. No further discussion of sex.,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",Clinical,Yes
2009,July,Genetics,Confirmation of Multiple Risk Loci and Genetic Impacts by a Genome-Wide Association Study of Type 2 Diabetes in the Japanese Population,Takeuchi et al.,3,Both,Male and females of a Japenese population. No sex segregated data.,"Core Research for the Evolutional Science and Technology from the Japan Science Technology Agency, Program for Promotion of Fundamental Studies in Health Sciences of NIBIO (the National Institute of Biomedical Innovation Organization). The DNA samples of stage 3 case subjects used provided from the Leading Project for Personalized Medicine in the Ministry of Education, Culture, Sports, Science, and Technology, Japan.",Clinical,No
2009,July,Genetics,Elevated MBL Concentrations Are Not an Indication of Association Between the MBL2 Gene and Type 1 Diabetes or Diabetic Nephropathy,Kaunisto et al.,3,Both,"This study genotyped 20 MBL2 single nucleotide polymorphisms (SNPs) in a Finnish case-control sample consisting of 1,297 patients with type 1 diabetes with or without nephropathy as well as 701 nondiabetic individuals.Both sexes were used. Data was adjusted for sex. No sex segregated data presented and no discussion of sex. In the ""Association analyses between single SNP and type 1 diabetes"" section stated that ""Men and women were also tested separately, but no significant P values were achieved (data not shown).""","Academy of Finland, the Victoria Foundation, the Waldemar von Frenckell Foundation, the Sigrid Juselius Foundation, the Folkhälsan Research Foundation, the Wilhelm and Else Stockmann Foundation, the Diabetes Research Foundation, the Research Funds of the Helsinki University Central Hospital, Medicinska Understödsföreningen Liv och Hälsa r.f., and the Danish Medical Research Council.",Clinical,No
